origin_city,origin_country,origin_station,destination_city,destination_country,destination_station,operator_name,duration,trip_count,frequency_bucket,transport_type,frequency_daily,frequency_label
Seville ( Plaza de Armas),ES,Seville (Bus Station Plaza de Armas),Lagos,ES,Lagos,FlixBus/EU,03:50,21.0,Average,,,
Lagos,ES,Lagos,Seville ( Plaza de Armas),ES,Seville (Bus Station Plaza de Armas),FlixBus/EU,03:50,21.0,Average,,,
Essen central train station (Freiheit),DE,Essen central train station (Freiheit),Paris (Bercy Seine),FR,Paris (Bercy Seine),FlixBus/EU,11:15,10.0,Low,,,
Paris (Bercy Seine),FR,Paris (Bercy Seine),Essen central train station (Freiheit),DE,Essen central train station (Freiheit),FlixBus/EU,11:05,10.0,Low,,,
Bruges (Station Brugge),FR,Bruges (Station Brugge),Amsterdam Sloterdijk,NL,Amsterdam Sloterdijk,FlixBus/EU,04:10,36.0,Very High,,,
Amsterdam Sloterdijk,NL,Amsterdam Sloterdijk,Bruges (Station Brugge),FR,Bruges (Station Brugge),FlixBus/EU,03:55,42.0,Very High,,,
Prague (Central Florenc),DE,Prague (Central Bus Station Florenc),Zurich,FR,Zurich Bus Station,FlixBus/EU,11:25,23.0,Average,,,
Prague (Central Florenc),DE,Prague (Central Bus Station Florenc),Zurich Airport,FR,Zurich Airport bus station,FlixBus/EU,11:25,5.0,Very Low,,,
Zurich Airport,FR,Zurich Airport bus station,Prague (Central Florenc),DE,Prague (Central Bus Station Florenc),FlixBus/EU,11:20,5.0,Very Low,,,
Zurich,FR,Zurich Bus Station,Prague (Central Florenc),DE,Prague (Central Bus Station Florenc),FlixBus/EU,11:10,23.0,Average,,,
Belgrade,,Belgrade bus station,Zagreb (),IT,Zagreb (bus station),FlixBus/EU,05:30,12.0,Low,,,
Ljubljana,IT,Ljubljana bus station,Belgrade,,Belgrade bus station,FlixBus/EU,08:40,12.0,Low,,,
Zagreb (),IT,Zagreb (bus station),Belgrade,,Belgrade bus station,FlixBus/EU,05:30,12.0,Low,,,
Belgrade,,Belgrade bus station,Ljubljana,IT,Ljubljana bus station,FlixBus/EU,08:30,12.0,Low,,,
Budapest Népliget,HU,Budapest Népliget bus station,Belgrade,,Belgrade bus station,FlixBus/EU,06:00,12.0,Low,,,
Belgrade,,Belgrade bus station,Budapest Népliget,HU,Budapest Népliget bus station,FlixBus/EU,06:00,12.0,Low,,,
Bucharest ( Militari),,Bucharest (bus station Militari),Grenoble (Central ),FR,Grenoble (Central Bus Station),FlixBus/EU,39:10,5.0,Very Low,,,
Grenoble (Central ),FR,Grenoble (Central Bus Station),Bucharest ( Militari),,Bucharest (bus station Militari),FlixBus/EU,38:25,6.0,Low,,,
Bucharest ( Militari),,Bucharest (bus station Militari),Rennes (Central ),FR,Rennes (Central bus station),FlixBus/EU,47:00,5.0,Very Low,,,
Rennes (Central ),FR,Rennes (Central bus station),Bucharest ( Militari),,Bucharest (bus station Militari),FlixBus/EU,45:55,5.0,Very Low,,,
Bucharest ( Militari),,Bucharest (bus station Militari),Amsterdam Sloterdijk,NL,Amsterdam Sloterdijk,FlixBus/EU,38:35,9.0,Low,,,
Amsterdam Sloterdijk,NL,Amsterdam Sloterdijk,Bucharest ( Militari),,Bucharest (bus station Militari),FlixBus/EU,37:15,10.0,Low,,,
Bucharest ( Militari),,Bucharest (bus station Militari),Duisburg central train,DE,Duisburg central train station,FlixBus/EU,36:05,4.0,Very Low,,,
Bucharest ( Militari),,Bucharest (bus station Militari),Bielefeld Brackwede train,DE,Bielefeld Brackwede train station,FlixBus/EU,39:15,2.0,Very Low,,,
Bielefeld Brackwede train,DE,Bielefeld Brackwede train station,Bucharest ( Militari),,Bucharest (bus station Militari),FlixBus/EU,38:40,2.0,Very Low,,,
Duisburg central train,DE,Duisburg central train station,Bucharest ( Militari),,Bucharest (bus station Militari),FlixBus/EU,35:25,4.0,Very Low,,,
Bucharest ( Militari),,Bucharest (bus station Militari),Bremen Fernbusterminal,DE,Bremen Fernbusterminal,FlixBus/EU,36:45,4.0,Very Low,,,
Bucharest ( Militari),,Bucharest (bus station Militari),Oldenburg,DE,Oldenburg central bus station,FlixBus/EU,37:55,2.0,Very Low,,,
Oldenburg,DE,Oldenburg central bus station,Bucharest ( Militari),,Bucharest (bus station Militari),FlixBus/EU,37:35,3.0,Very Low,,,
Bremen Fernbusterminal,DE,Bremen Fernbusterminal,Bucharest ( Militari),,Bucharest (bus station Militari),FlixBus/EU,36:20,4.0,Very Low,,,
Bucharest ( Militari),,Bucharest (bus station Militari),Foggia,IT,Foggia,FlixBus/EU,41:50,2.0,Very Low,,,
Foggia,IT,Foggia,Bucharest ( Militari),,Bucharest (bus station Militari),FlixBus/EU,41:35,3.0,Very Low,,,
Bucharest ( Militari),,Bucharest (bus station Militari),Salerno (Piazza Concordia),IT,Salerno (Piazza Concordia),FlixBus/EU,39:50,5.0,Very Low,,,
Salerno (Piazza Concordia),IT,Salerno (Piazza Concordia),Bucharest ( Militari),,Bucharest (bus station Militari),FlixBus/EU,39:00,5.0,Very Low,,,
Bucharest ( Militari),,Bucharest (bus station Militari),Brussels-North train,FR,Brussels-North train station,FlixBus/EU,39:30,5.0,Very Low,,,
Brussels-North train,FR,Brussels-North train station,Bucharest ( Militari),,Bucharest (bus station Militari),FlixBus/EU,37:45,6.0,Low,,,
Tulcea (Autogara Conex Trans),,Tulcea (Autogara Conex Trans),Bucharest ( Militari),,Bucharest (bus station Militari),FlixBus/EU,07:55,5.0,Very Low,,,
Bucharest ( Militari),,Bucharest (bus station Militari),Tulcea (Autogara Conex Trans),,Tulcea (Autogara Conex Trans),FlixBus/EU,07:55,6.0,Low,,,
Galați (Autogara Metropoli),,Galați (Autogara Metropoli),Bucharest ( Militari),,Bucharest (bus station Militari),FlixBus/EU,04:50,5.0,Very Low,,,
Bucharest ( Militari),,Bucharest (bus station Militari),Galați (Autogara Metropoli),,Galați (Autogara Metropoli),FlixBus/EU,04:40,6.0,Low,,,
Vaslui (Autogara Morandi),,Vaslui (Autogara Morandi),Ploiești ( Sud),,Ploiești (bus station Sud),FlixBus/EU,05:15,5.0,Very Low,,,
Ploiești ( Sud),,Ploiești (bus station Sud),Vaslui (Autogara Morandi),,Vaslui (Autogara Morandi),FlixBus/EU,06:15,6.0,Low,,,
Onești (),,Onești (bus station),Brașov (Autogara Bartolomeu),,Brașov (Autogara Bartolomeu),FlixBus/EU,02:30,5.0,Very Low,,,
Iași (Autogara Metchim),,Iași (Autogara Metchim),Brașov (Autogara Bartolomeu),,Brașov (Autogara Bartolomeu),FlixBus/EU,07:00,5.0,Very Low,,,
Brașov (Autogara Bartolomeu),,Brașov (Autogara Bartolomeu),Onești (),,Onești (bus station),FlixBus/EU,02:15,6.0,Low,,,
Brașov (Autogara Bartolomeu),,Brașov (Autogara Bartolomeu),Iași (Autogara Metchim),,Iași (Autogara Metchim),FlixBus/EU,06:20,6.0,Low,,,
Târgoviște (hotel Valahia),,Târgoviște (hotel Valahia),Sibiu (Autogara Turnisor),,Sibiu (Autogara Turnisor),FlixBus/EU,05:15,5.0,Very Low,,,
Sibiu (Autogara Turnisor),,Sibiu (Autogara Turnisor),Târgoviște (hotel Valahia),,Târgoviște (hotel Valahia),FlixBus/EU,04:15,6.0,Low,,,
Miercurea Ciuc (Autogara Csiki Trans),,Miercurea Ciuc (Autogara Csiki Trans),Sibiu (Autogara Turnisor),,Sibiu (Autogara Turnisor),FlixBus/EU,07:05,5.0,Very Low,,,
Sibiu (Autogara Turnisor),,Sibiu (Autogara Turnisor),Miercurea Ciuc (Autogara Csiki Trans),,Miercurea Ciuc (Autogara Csiki Trans),FlixBus/EU,07:10,6.0,Low,,,
Zimnicea,,Zimnicea,Deva ( Plus Com),HU,Deva (bus station Plus Com),FlixBus/EU,10:05,5.0,Very Low,,,
Craiova ( Pelendava Nord),,Craiova (bus station Pelendava Nord),Deva ( Plus Com),HU,Deva (bus station Plus Com),FlixBus/EU,05:40,5.0,Very Low,,,
Deva ( Plus Com),HU,Deva (bus station Plus Com),Craiova ( Pelendava Nord),,Craiova (bus station Pelendava Nord),FlixBus/EU,06:00,6.0,Low,,,
Deva ( Plus Com),HU,Deva (bus station Plus Com),Zimnicea,,Zimnicea,FlixBus/EU,10:40,6.0,Low,,,
Bistrița (Autogara Tabita),,Bistrița (Autogara Tabita),Sebeș (),,Sebeș (bus station),FlixBus/EU,04:55,5.0,Very Low,,,
Dorohoi (),,Dorohoi (bus station),Sebeș (),,Sebeș (bus station),FlixBus/EU,10:50,5.0,Very Low,,,
Sebeș (),,Sebeș (bus station),Bistrița (Autogara Tabita),,Bistrița (Autogara Tabita),FlixBus/EU,04:50,6.0,Low,,,
Sebeș (),,Sebeș (bus station),Dorohoi (),,Dorohoi (bus station),FlixBus/EU,10:15,6.0,Low,,,
Sofia (Serdika ),,Sofia (Serdika bus station),Arad (Autogara Tabita),HU,Arad (Autogara Tabita),FlixBus/EU,12:45,5.0,Very Low,,,
Arad (Autogara Tabita),HU,Arad (Autogara Tabita),Sofia (Serdika ),,Sofia (Serdika bus station),FlixBus/EU,12:15,6.0,Low,,,
Sighetu Marmației,,Sighetu Marmației,Arad (Autogara Tabita),HU,Arad (Autogara Tabita),FlixBus/EU,09:00,5.0,Very Low,,,
Arad (Autogara Tabita),HU,Arad (Autogara Tabita),Sighetu Marmației,,Sighetu Marmației,FlixBus/EU,08:35,6.0,Low,,,
Prague (Central Florenc),DE,Prague (Central Bus Station Florenc),Linz central train station (Wissensturm),DE,Linz central train station (Wissensturm),FlixBus/EU,03:55,20.0,Average,,,
Linz central train station (Wissensturm),DE,Linz central train station (Wissensturm),Prague (Central Florenc),DE,Prague (Central Bus Station Florenc),FlixBus/EU,04:15,29.0,High,,,
Stuttgart Airport Busterminal (SAB),FR,Stuttgart Airport Busterminal (SAB),Hamburg,DE,Hamburg central bus station,FlixBus/EU,11:15,6.0,Low,,,
Hamburg,DE,Hamburg central bus station,Stuttgart Airport Busterminal (SAB),FR,Stuttgart Airport Busterminal (SAB),FlixBus/EU,11:15,6.0,Low,,,
İstanbul Esenler,,İstanbul Esenler bus station,Constanța (Autogara Sud Herli-Sof),,Constanța (Autogara Sud Herli-Sof),FlixBus/EU,10:10,4.0,Very Low,,,
Constanța (Autogara Sud Herli-Sof),,Constanța (Autogara Sud Herli-Sof),İstanbul Esenler,,İstanbul Esenler bus station,FlixBus/EU,10:15,5.0,Very Low,,,
Lörrach central train,FR,Lörrach central train station,Munich,DE,Munich central bus station,FlixBus/EU,06:15,6.0,Low,,,
Munich,DE,Munich central bus station,Lörrach central train,FR,Lörrach central train station,FlixBus/EU,06:30,6.0,Low,,,
Dresden central station (Bayrische Straße),DE,Dresden central station (Bayrische Straße),Metz (central ),FR,Metz (central bus station),FlixBus/EU,12:05,6.0,Low,,,
Metz (central ),FR,Metz (central bus station),Dresden central station (Bayrische Straße),DE,Dresden central station (Bayrische Straße),FlixBus/EU,12:00,6.0,Low,,,
Berlin,DE,Berlin central bus station,Zurich Airport,FR,Zurich Airport bus station,FlixBus/EU,13:00,8.0,Low,,,
Berlin,DE,Berlin central bus station,Zurich,FR,Zurich Bus Station,FlixBus/EU,13:10,12.0,Low,,,
Zurich Airport,FR,Zurich Airport bus station,Berlin,DE,Berlin central bus station,FlixBus/EU,13:15,8.0,Low,,,
Zurich,FR,Zurich Bus Station,Berlin,DE,Berlin central bus station,FlixBus/EU,13:00,12.0,Low,,,
Karlovy Vary (),DE,Karlovy Vary (Terminal),Berlin,DE,Berlin central bus station,FlixBus/EU,09:20,11.0,Low,,,
Prague (Václav Havel Airport),DE,Prague (Václav Havel Airport),Berlin,DE,Berlin central bus station,FlixBus/EU,07:45,8.0,Low,,,
Berlin,DE,Berlin central bus station,Prague (Václav Havel Airport),DE,Prague (Václav Havel Airport),FlixBus/EU,07:30,7.0,Low,,,
Berlin,DE,Berlin central bus station,Karlovy Vary (),DE,Karlovy Vary (Terminal),FlixBus/EU,09:00,10.0,Low,,,
Budapest Népliget,HU,Budapest Népliget bus station,Berlin,DE,Berlin central bus station,FlixBus/EU,12:10,42.0,Very High,,,
Budapest Népliget,HU,Budapest Népliget bus station,Prague (Central Florenc),DE,Prague (Central Bus Station Florenc),FlixBus/EU,07:35,6.0,Low,,,
Budapest Kelenföld,HU,Budapest Kelenföld bus station,Prague (Central Florenc),DE,Prague (Central Bus Station Florenc),FlixBus/EU,07:15,6.0,Low,,,
Berlin,DE,Berlin central bus station,Budapest Népliget,HU,Budapest Népliget bus station,FlixBus/EU,12:15,42.0,Very High,,,
Prague (Central Florenc),DE,Prague (Central Bus Station Florenc),Bratislava ( Mlynské Nivy),HU,Bratislava (bus station Mlynské Nivy),FlixBus/EU,04:24,6.0,Low,,,
Budapest Népliget,HU,Budapest Népliget bus station,Berlin Alexanderplatz,DE,Berlin Alexanderplatz,FlixBus/EU,12:55,6.0,Low,,,
Prague (Central Florenc),DE,Prague (Central Bus Station Florenc),Budapest Népliget,HU,Budapest Népliget bus station,FlixBus/EU,07:35,6.0,Low,,,
Budapest Airport,HU,Budapest Airport,Prague (Central Florenc),DE,Prague (Central Bus Station Florenc),FlixBus/EU,08:30,6.0,Low,,,
Prague (Central Florenc),DE,Prague (Central Bus Station Florenc),Budapest Kelenföld,HU,Budapest Kelenföld bus station,FlixBus/EU,07:20,6.0,Low,,,
Prague (Central Florenc),DE,Prague (Central Bus Station Florenc),Budapest Airport,HU,Budapest Airport,FlixBus/EU,08:10,6.0,Low,,,
Bratislava ( Mlynské Nivy),HU,Bratislava (bus station Mlynské Nivy),Prague (Central Florenc),DE,Prague (Central Bus Station Florenc),FlixBus/EU,04:45,6.0,Low,,,
Berlin Alexanderplatz,DE,Berlin Alexanderplatz,Budapest Népliget,HU,Budapest Népliget bus station,FlixBus/EU,12:25,6.0,Low,,,
Freiburg (im Breisgau) central,FR,Freiburg (im Breisgau) central station,Prague (Central Florenc),DE,Prague (Central Bus Station Florenc),FlixBus/EU,12:05,10.0,Low,,,
Prague (Central Florenc),DE,Prague (Central Bus Station Florenc),Freiburg (im Breisgau) central,FR,Freiburg (im Breisgau) central station,FlixBus/EU,12:05,10.0,Low,,,
Prague (Central Florenc),DE,Prague (Central Bus Station Florenc),Bonn UN Campus (Museumsmeile),FR,Bonn UN Campus (Museumsmeile),FlixBus/EU,12:30,6.0,Low,,,
Bonn UN Campus (Museumsmeile),FR,Bonn UN Campus (Museumsmeile),Prague (Central Florenc),DE,Prague (Central Bus Station Florenc),FlixBus/EU,12:30,6.0,Low,,,
Prague (Central Florenc),DE,Prague (Central Bus Station Florenc),Oldenburg,DE,Oldenburg central bus station,FlixBus/EU,11:25,6.0,Low,,,
Oldenburg,DE,Oldenburg central bus station,Prague (Central Florenc),DE,Prague (Central Bus Station Florenc),FlixBus/EU,11:35,6.0,Low,,,
Frankfurt central train,FR,Frankfurt central train station,The Hague (Central Station),NL,The Hague (Central Station),FlixBus/EU,08:40,6.0,Low,,,
The Hague (Central Station),NL,The Hague (Central Station),Frankfurt central train,FR,Frankfurt central train station,FlixBus/EU,08:40,6.0,Low,,,
Warnemünde Strand (Jugendherberge),DE,Warnemünde Strand (Jugendherberge),Dresden central station (Bayrische Straße),DE,Dresden central station (Bayrische Straße),FlixBus/EU,06:55,15.0,Low,,,
Dresden central station (Bayrische Straße),DE,Dresden central station (Bayrische Straße),Warnemünde Strand (Jugendherberge),DE,Warnemünde Strand (Jugendherberge),FlixBus/EU,06:55,11.0,Low,,,
Berlin Alexanderplatz,DE,Berlin Alexanderplatz,Warnemünde Strand (Jugendherberge),DE,Warnemünde Strand (Jugendherberge),FlixBus/EU,03:20,9.0,Low,,,
Warnemünde Strand (Jugendherberge),DE,Warnemünde Strand (Jugendherberge),Berlin Alexanderplatz,DE,Berlin Alexanderplatz,FlixBus/EU,03:45,5.0,Very Low,,,
Berlin Central Station (Invalidenstraße),DE,Berlin Central Station (Invalidenstraße),Dresden central station (Bayrische Straße),DE,Dresden central station (Bayrische Straße),FlixBus/EU,03:25,5.0,Very Low,,,
Dresden central station (Bayrische Straße),DE,Dresden central station (Bayrische Straße),Berlin Central Station (Invalidenstraße),DE,Berlin Central Station (Invalidenstraße),FlixBus/EU,03:25,5.0,Very Low,,,
Leverkusen (Mitte station),FR,Leverkusen (Mitte station),Lille,FR,Lille,FlixBus/EU,05:50,6.0,Low,,,
Lille,FR,Lille,Leverkusen (Mitte station),FR,Leverkusen (Mitte station),FlixBus/EU,05:55,6.0,Low,,,
Budapest Airport,HU,Budapest Airport,Venice Mestre (Stazione FS),IT,Venice Mestre (Stazione FS),FlixBus/EU,13:00,5.0,Very Low,,,
Budapest Airport,HU,Budapest Airport,Padua,IT,Padua,FlixBus/EU,13:05,6.0,Low,,,
Padua,IT,Padua,Budapest Airport,HU,Budapest Airport,FlixBus/EU,13:15,7.0,Low,,,
Venice Mestre (Stazione FS),IT,Venice Mestre (Stazione FS),Budapest Airport,HU,Budapest Airport,FlixBus/EU,12:50,4.0,Very Low,,,
Brussels-North train,FR,Brussels-North train station,Zurich,FR,Zurich Bus Station,FlixBus/EU,10:35,8.0,Low,,,
Brussels-North train,FR,Brussels-North train station,Freiburg (im Breisgau) central,FR,Freiburg (im Breisgau) central station,FlixBus/EU,08:10,10.0,Low,,,
Zurich,FR,Zurich Bus Station,Brussels-North train,FR,Brussels-North train station,FlixBus/EU,11:10,8.0,Low,,,
Freiburg (im Breisgau) central,FR,Freiburg (im Breisgau) central station,Brussels-North train,FR,Brussels-North train station,FlixBus/EU,08:35,10.0,Low,,,
Strasbourg,FR,Strasbourg,Prague (Central Florenc),DE,Prague (Central Bus Station Florenc),FlixBus/EU,12:00,12.0,Low,,,
Prague (Central Florenc),DE,Prague (Central Bus Station Florenc),Strasbourg,FR,Strasbourg,FlixBus/EU,12:25,12.0,Low,,,
Kyiv (Central ),,Kyiv (Central Bus Station),"Warsaw, West",PL,"Warsaw, Bus Station West",FlixBus/EU,15:15,11.0,Low,,,
"Warsaw, West",PL,"Warsaw, Bus Station West",Kyiv (Central ),,Kyiv (Central Bus Station),FlixBus/EU,14:15,11.0,Low,,,
Lviv (Stryiskyi ),PL,Lviv (Stryiskyi Bus Station),"Katowice, Sadowa",PL,"Katowice, Bus Station Sadowa",FlixBus/EU,11:00,11.0,Low,,,
Lviv (Stryiskyi ),PL,Lviv (Stryiskyi Bus Station),Wroclaw,PL,"Wroclaw, Bus Station",FlixBus/EU,13:35,9.0,Low,,,
Wroclaw,PL,"Wroclaw, Bus Station",Lviv (Stryiskyi ),PL,Lviv (Stryiskyi Bus Station),FlixBus/EU,12:35,8.0,Low,,,
"Katowice, Sadowa",PL,"Katowice, Bus Station Sadowa",Lviv (Stryiskyi ),PL,Lviv (Stryiskyi Bus Station),FlixBus/EU,10:00,11.0,Low,,,
Ivano-Frankivsk ( No.2),,Ivano-Frankivsk (Bus Station No.2),"Krakow, MDA",PL,"Krakow, MDA Bus Station",FlixBus/EU,11:15,6.0,Low,,,
"Krakow, MDA",PL,"Krakow, MDA Bus Station",Ivano-Frankivsk ( No.2),,Ivano-Frankivsk (Bus Station No.2),FlixBus/EU,10:10,6.0,Low,,,
Ivano-Frankivsk ( No.2),,Ivano-Frankivsk (Bus Station No.2),"Warsaw, West",PL,"Warsaw, Bus Station West",FlixBus/EU,13:15,6.0,Low,,,
"Warsaw, West",PL,"Warsaw, Bus Station West",Ivano-Frankivsk ( No.2),,Ivano-Frankivsk (Bus Station No.2),FlixBus/EU,12:00,6.0,Low,,,
Frankfurt central train,FR,Frankfurt central train station,Lille,FR,Lille,FlixBus/EU,08:20,10.0,Low,,,
Frankfurt central train,FR,Frankfurt central train station,Antwerp Rooseveltplaats (B5),FR,Antwerp Rooseveltplaats (B5),FlixBus/EU,07:45,10.0,Low,,,
Antwerp Rooseveltplaats (B5),FR,Antwerp Rooseveltplaats (B5),Frankfurt central train,FR,Frankfurt central train station,FlixBus/EU,07:55,10.0,Low,,,
Lille,FR,Lille,Frankfurt central train,FR,Frankfurt central train station,FlixBus/EU,08:25,10.0,Low,,,
Lviv (Stryiskyi ),PL,Lviv (Stryiskyi Bus Station),Budapest Népliget,HU,Budapest Népliget bus station,FlixBus/EU,12:40,6.0,Low,,,
Budapest Népliget,HU,Budapest Népliget bus station,Lviv (Stryiskyi ),PL,Lviv (Stryiskyi Bus Station),FlixBus/EU,12:40,6.0,Low,,,
Kyiv (Central ),,Kyiv (Central Bus Station),Chisinau (Airport),,Chisinau (Airport),FlixBus/EU,13:00,10.0,Low,,,
Chisinau (Airport),,Chisinau (Airport),Kyiv (Central ),,Kyiv (Central Bus Station),FlixBus/EU,13:05,10.0,Low,,,
Kyiv (Kyiv ),,Kyiv (Kyiv Bus Station),"Chisinau ( ""NORD"")",,"Chisinau (Bus Station ""NORD"")",FlixBus/EU,11:40,20.0,Average,,,
"Chisinau ( ""NORD"")",,"Chisinau (Bus Station ""NORD"")",Kyiv (Kyiv ),,Kyiv (Kyiv Bus Station),FlixBus/EU,11:45,20.0,Average,,,
Berlin,DE,Berlin central bus station,"Luxembourg, P+R Bouillon",FR,"Luxembourg, P+R Bouillon",FlixBus/EU,13:20,6.0,Low,,,
"Luxembourg, P+R Bouillon",FR,"Luxembourg, P+R Bouillon",Berlin,DE,Berlin central bus station,FlixBus/EU,13:20,6.0,Low,,,
Zinnowitz,DE,Zinnowitz station,Berlin Alexanderplatz,DE,Berlin Alexanderplatz,FlixBus/EU,04:20,6.0,Low,,,
Berlin Alexanderplatz,DE,Berlin Alexanderplatz,Zinnowitz,DE,Zinnowitz station,FlixBus/EU,04:10,6.0,Low,,,
Poznan,PL,"Poznan, Bus Station",Aalborg (Busterminal),DK,Aalborg (Busterminal),FlixBus/EU,14:30,6.0,Low,,,
Aalborg (Busterminal),DK,Aalborg (Busterminal),Poznan,PL,"Poznan, Bus Station",FlixBus/EU,14:25,6.0,Low,,,
Düsseldorf,FR,Düsseldorf central bus station,Antwerp Rooseveltplaats (B5),FR,Antwerp Rooseveltplaats (B5),FlixBus/EU,03:35,11.0,Low,,,
Antwerp Rooseveltplaats (B5),FR,Antwerp Rooseveltplaats (B5),Düsseldorf,FR,Düsseldorf central bus station,FlixBus/EU,03:10,11.0,Low,,,
Hamburg,DE,Hamburg central bus station,Antwerp Rooseveltplaats (B5),FR,Antwerp Rooseveltplaats (B5),FlixBus/EU,10:55,6.0,Low,,,
Münster (Hafenstraße),DE,Münster bus stop (Hafenstraße),Antwerp Rooseveltplaats (B5),FR,Antwerp Rooseveltplaats (B5),FlixBus/EU,06:35,3.0,Very Low,,,
Antwerp Rooseveltplaats (B5),FR,Antwerp Rooseveltplaats (B5),Hamburg,DE,Hamburg central bus station,FlixBus/EU,10:35,6.0,Low,,,
Antwerp Rooseveltplaats (B5),FR,Antwerp Rooseveltplaats (B5),Münster (Hafenstraße),DE,Münster bus stop (Hafenstraße),FlixBus/EU,06:25,3.0,Very Low,,,
Bucharest ( Militari),,Bucharest (bus station Militari),Craiova ( Pelendava Nord),,Craiova (bus station Pelendava Nord),FlixBus/EU,04:05,18.0,Average,,,
Craiova ( Pelendava Nord),,Craiova (bus station Pelendava Nord),Bucharest ( Militari),,Bucharest (bus station Militari),FlixBus/EU,03:45,18.0,Average,,,
Iași (Autogara Metchim),,Iași (Autogara Metchim),Bucharest ( Militari),,Bucharest (bus station Militari),FlixBus/EU,09:15,12.0,Low,,,
Bucharest ( Militari),,Bucharest (bus station Militari),Iași (Autogara Metchim),,Iași (Autogara Metchim),FlixBus/EU,08:25,12.0,Low,,,
Bucharest ( Militari),,Bucharest (bus station Militari),Satu Mare (Autogara Orizont),HU,Satu Mare (Autogara Orizont),FlixBus/EU,13:20,6.0,Low,,,
Satu Mare (Autogara Orizont),HU,Satu Mare (Autogara Orizont),Bucharest ( Militari),,Bucharest (bus station Militari),FlixBus/EU,13:00,6.0,Low,,,
Constanța (Autogara Sud Herli-Sof),,Constanța (Autogara Sud Herli-Sof),Timișoara ( Normandia),HU,Timișoara (Bus station Normandia),FlixBus/EU,13:35,6.0,Low,,,
Timișoara ( Normandia),HU,Timișoara (Bus station Normandia),Constanța (Autogara Sud Herli-Sof),,Constanța (Autogara Sud Herli-Sof),FlixBus/EU,13:45,6.0,Low,,,
Bucharest ( Militari),,Bucharest (bus station Militari),Arad ( Pletl),HU,Arad (bus station Pletl),FlixBus/EU,12:35,12.0,Low,,,
Arad ( Pletl),HU,Arad (bus station Pletl),Bucharest ( Militari),,Bucharest (bus station Militari),FlixBus/EU,12:30,12.0,Low,,,
Iași (Autogara Metchim),,Iași (Autogara Metchim),Timișoara ( Normandia),HU,Timișoara (Bus station Normandia),FlixBus/EU,16:20,6.0,Low,,,
Timișoara ( Normandia),HU,Timișoara (Bus station Normandia),Iași (Autogara Metchim),,Iași (Autogara Metchim),FlixBus/EU,16:15,6.0,Low,,,
Venice (Tronchetto),IT,Venice (Tronchetto),Milan (Lampugnano ),FR,Milan (Lampugnano bus station),FlixBus/EU,04:25,12.0,Low,,,
Milan (Lampugnano ),FR,Milan (Lampugnano bus station),Venice Mestre (Stazione FS),IT,Venice Mestre (Stazione FS),FlixBus/EU,03:55,6.0,Low,,,
